frame,id,x,y,image_index,angle,agent,prey consumed
0,0,55,485,0,-28,0,0
0,1,324,506,0,-122,0,0
0,2,514,49,0,-59,0,0
0,3,510,166,0,-17,0,0
0,4,293,527,0,-176,0,0
0,5,330,328,0,-260,0,0
0,6,204,671,0,-177,0,0
0,7,373,353,0,-52,0,0
0,8,728,77,0,-68,0,0
0,9,72,512,0,9,0,0
0,10,674,363,0,-263,0,0
0,11,94,14,0,-78,0,0
0,12,326,83,0,-231,0,0
0,13,304,474,0,-8,0,1
0,14,236,276,0,-43,0,0
0,15,530,265,0,-81,0,0
0,16,444,421,0,-72,0,0
0,17,258,607,0,16,0,0
0,18,570,370,0,-154,0,0
0,19,197,639,0,-170,0,0
0,20,564,638,0,-249,1,0
0,21,17,476,0,16,1,0
0,22,140,539,0,73,1,0
0,23,207,745,0,70,1,0
0,24,275,461,0,-249,1,0
0,25,242,166,0,86,1,0
0,26,544,563,0,-172,1,0
0,27,191,455,0,-34,1,0
0,28,99,183,0,-122,1,0
0,29,715,350,0,-58,1,0
0,30,307,536,0,42,1,0
0,31,328,177,0,-41,1,0
0,32,143,746,0,-131,1,0
0,33,169,237,0,-236,1,0
0,34,673,726,0,-8,1,0
0,35,585,36,0,-168,1,0
0,36,108,106,0,-130,1,0
0,37,309,464,0,-39,1,0
0,38,487,51,0,-213,1,0
0,39,130,231,0,-138,1,0
0,40,118,70,0,-12,1,0
0,41,602,198,0,-153,1,0
0,42,212,616,0,-40,1,0
0,43,570,11,0,-109,1,0
0,44,272,230,0,2,1,0
0,45,338,720,0,-162,1,0
0,46,396,394,0,-176,1,0
0,47,717,599,0,-221,1,0
0,48,315,429,0,-144,1,0
0,49,407,307,0,-92,1,0
0,50,43,599,0,85,1,0
0,51,231,325,0,-126,1,0
0,52,362,112,0,8,1,0
0,53,472,42,0,-159,1,0
0,54,200,29,0,-44,1,0
0,55,148,495,0,-103,1,0
0,56,400,225,0,-178,1,0
0,57,209,667,0,22,1,0
0,58,236,371,0,-2,1,0
0,59,32,331,0,-256,1,0
0,60,105,738,0,-256,1,0
0,61,556,645,0,-57,1,0
0,62,554,447,0,-234,1,0
0,63,291,97,0,-183,1,0
0,64,226,603,0,-37,1,0
1,0,56,482,0,-28,0,0
1,1,327,508,0,-122,0,0
1,2,517,47,0,-59,0,0
1,3,511,163,0,-17,0,0
1,4,294,530,0,-176,0,0
1,5,327,329,0,-260,0,0
1,6,205,674,0,-177,0,0
1,7,375,350,0,-29,0,0
1,8,730,75,0,-42,0,0
1,9,72,509,0,9,0,0
1,10,672,364,0,-236,0,0
1,11,97,13,0,-78,0,0
1,12,324,85,0,-231,0,0
1,13,305,471,0,-8,0,0
1,14,238,273,0,-43,0,0
1,15,533,264,0,-81,0,0
1,16,446,420,0,-72,0,0
1,17,257,604,0,25,0,0
1,18,571,373,0,-154,0,0
1,19,197,642,0,-170,0,0
1,20,561,638,0,-261,1,0
1,21,16,474,0,16,1,0
1,22,137,538,0,73,1,0
1,23,204,745,0,-269,1,0
1,24,272,462,0,-249,1,0
1,25,240,165,0,72,1,0
1,26,545,566,0,-172,1,0
1,27,193,452,0,-34,1,0
1,28,102,184,0,-122,1,0
1,29,717,349,0,-58,1,0
1,30,305,534,0,42,1,0
1,31,330,174,0,-41,1,0
1,32,146,748,0,-131,1,0
1,33,166,237,0,-263,1,0
1,34,673,723,0,-8,1,0
1,35,586,39,0,-168,1,0
1,36,110,108,0,-130,1,0
1,38,485,54,0,-213,1,0
1,39,132,233,0,-138,1,0
1,40,119,68,0,-12,1,0
1,41,603,200,0,-153,1,0
1,42,214,614,0,-40,1,0
1,43,573,12,0,-109,1,0
1,44,272,227,0,2,1,0
1,45,338,723,0,-179,1,0
1,46,396,397,0,-176,1,0
1,47,715,601,0,-221,1,0
1,48,316,432,0,-144,1,0
1,49,410,307,0,-92,1,0
1,50,40,599,0,79,1,0
1,51,232,327,0,-154,1,0
1,52,362,110,0,8,1,0
1,53,473,45,0,-159,1,0
1,54,202,28,0,-54,1,0
1,55,151,496,0,-103,1,0
1,56,399,228,0,-200,1,0
1,57,208,664,0,22,1,0
1,58,236,368,0,-2,1,0
1,59,29,331,0,-255,1,0
1,60,102,739,0,-256,1,0
1,61,559,644,0,-57,1,0
1,62,552,449,0,-228,1,0
1,63,291,100,0,-183,1,0
1,64,228,601,0,-37,1,0
2,0,57,480,0,-28,0,0
2,1,329,510,0,-122,0,0
2,2,520,46,0,-59,0,0
2,3,511,160,0,-17,0,0
2,4,294,533,0,-176,0,1
2,5,324,329,0,-260,0,0
2,6,204,677,0,-182,0,0
2,7,376,347,0,-29,0,0
2,8,732,72,0,-27,0,0
2,9,71,506,0,9,0,0
2,10,669,366,0,-236,0,0
2,11,100,13,0,-78,0,0
2,12,322,87,0,-231,0,0
2,13,305,468,0,-8,0,0
2,14,240,271,0,-43,0,0
2,15,536,264,0,-81,0,0
2,16,449,419,0,-68,0,0
2,17,256,601,0,25,0,0
2,18,573,375,0,-154,0,0
2,19,198,644,0,-167,0,0
2,20,558,639,0,-261,1,0
2,21,15,471,0,16,1,0
2,22,134,537,0,73,1,0
2,23,201,745,0,-269,1,0
2,24,269,463,0,-249,1,0
2,25,237,164,0,72,1,0
2,26,545,569,0,-172,1,0
2,27,194,450,0,-34,1,0
2,28,103,187,0,-150,1,0
2,29,720,347,0,-59,1,0
2,30,303,532,0,42,1,0
2,31,332,172,0,-41,1,0
2,32,148,750,0,-131,1,0
2,33,163,238,0,-263,1,0
2,34,675,721,0,-31,1,0
2,35,586,42,0,-168,1,0
2,36,112,110,0,-130,1,0
2,38,485,57,0,-190,1,0
2,39,134,236,0,-141,1,0
2,40,119,65,0,-12,1,0
2,41,604,203,0,-153,1,0
2,42,217,613,0,-67,1,0
2,43,576,13,0,-109,1,0
2,44,272,224,0,2,1,0
2,45,338,726,0,-179,1,0
2,46,397,400,0,-176,1,0
2,47,713,603,0,-244,1,0
2,48,318,434,0,-144,1,0
2,49,413,307,0,-92,1,0
2,50,37,599,0,-258,1,0
2,51,234,330,0,-154,1,0
2,52,361,107,0,8,1,0
2,53,474,48,0,-159,1,0
2,54,205,26,0,-54,1,0
2,55,154,495,0,-88,1,0
2,56,398,230,0,-214,1,0
2,57,207,661,0,22,1,0
2,58,236,365,0,-2,1,0
2,59,26,332,0,-255,1,0
2,60,99,740,0,-256,1,0
2,61,560,641,0,-27,1,0
2,62,550,452,0,-215,1,0
2,63,291,103,0,-183,1,0
2,64,229,598,0,-17,1,0
3,0,58,477,0,-13,0,0
3,1,332,511,0,-122,0,0
3,2,522,44,0,-59,0,0
3,3,513,158,0,-44,0,0
3,4,294,536,0,-176,0,0
3,5,321,330,0,-260,0,0
3,6,204,680,0,-182,0,0
3,7,376,344,0,1,0,0
3,8,734,70,0,-37,0,0
3,9,71,503,0,9,0,0
3,10,667,368,0,-236,0,0
3,11,103,12,0,-78,0,0
3,12,319,89,0,-231,0,0
3,13,305,465,0,-1,0,0
3,14,241,268,0,-18,0,0
3,15,539,263,0,-76,0,0
3,16,452,418,0,-68,0,0
3,17,254,598,0,25,0,0
3,18,574,378,0,-154,0,0
3,19,199,647,0,-167,0,1
3,20,555,639,0,-261,1,0
3,21,14,468,0,16,1,0
3,22,131,537,0,73,1,0
3,23,198,745,0,-269,1,0
3,24,267,464,0,-249,1,0
3,25,234,163,0,72,1,0
3,26,546,572,0,-172,1,0
3,27,196,447,0,-34,1,0
3,28,104,190,0,-157,1,0
3,29,722,346,0,-59,1,0
3,31,334,170,0,-41,1,0
3,32,150,752,0,-127,1,0
3,33,160,238,0,-263,1,0
3,34,676,718,0,-31,1,0
3,35,587,45,0,-168,1,0
3,36,115,112,0,-130,1,0
3,38,485,60,0,-183,1,0
3,39,136,238,0,-141,1,0
3,40,120,62,0,-12,1,0
3,41,606,206,0,-153,1,0
3,42,219,611,0,-66,1,0
3,43,579,14,0,-109,1,0
3,44,271,221,0,2,1,0
3,45,338,729,0,-179,1,0
3,46,397,403,0,-176,1,0
3,47,710,604,0,-244,1,0
3,48,320,436,0,-144,1,0
3,49,416,307,0,-92,1,0
3,50,34,600,0,-258,1,0
3,51,235,333,0,-154,1,0
3,52,361,104,0,8,1,0
3,53,475,51,0,-159,1,0
3,54,207,24,0,-54,1,0
3,55,157,495,0,-88,1,0
3,56,396,233,0,-214,1,0
3,57,205,658,0,22,1,0
3,58,238,363,0,-31,1,0
3,59,23,333,0,-255,1,0
3,60,97,741,0,-232,1,0
3,61,562,638,0,-35,1,0
