frame,id,x,y,image_index,angle,agent,prey consumed
0,0,200,597,0,-123,0,0
0,1,573,12,0,-158,0,0
0,2,574,725,0,21,0,0
0,3,597,304,0,-192,0,0
0,4,14,585,0,-5,0,0
0,5,144,241,0,-185,0,0
0,6,23,246,0,-258,0,0
0,7,278,435,0,50,0,0
0,8,515,644,0,-181,0,0
0,9,172,341,0,-188,0,0
0,10,78,234,0,-259,0,0
0,11,468,550,0,-137,0,0
0,12,221,141,0,-149,0,0
0,13,39,30,0,-228,0,0
0,14,413,464,0,-1,0,0
0,15,592,243,0,-227,0,0
0,16,109,653,0,-195,0,0
0,17,669,470,0,-157,0,0
0,18,201,289,0,22,0,0
0,19,115,466,0,-203,0,0
0,20,467,681,0,-12,1,0
0,21,497,569,0,-120,1,0
0,22,599,385,0,-122,1,0
0,23,580,393,0,85,1,0
0,24,535,162,0,65,1,0
0,25,707,619,0,-266,1,0
0,26,306,706,0,-48,1,0
0,27,416,545,0,21,1,0
0,28,211,728,0,-36,1,0
0,29,143,466,0,-78,1,0
0,30,426,169,0,-237,1,0
0,31,189,198,0,-256,1,0
0,32,204,385,0,-257,1,0
0,33,623,94,0,-101,1,0
0,34,648,284,0,88,1,0
0,35,735,198,0,-76,1,0
0,36,326,219,0,-248,1,0
0,37,424,304,0,-229,1,0
0,38,86,97,0,77,1,0
0,39,269,252,0,54,1,0
0,40,591,635,0,-208,1,0
0,41,651,667,0,-16,1,0
0,42,654,303,0,-141,1,0
0,43,180,42,0,-7,1,0
0,44,610,438,0,46,1,0
0,45,397,577,0,-37,1,0
0,46,174,530,0,80,1,0
0,47,44,147,0,-179,1,0
0,48,636,668,0,-205,1,0
0,49,102,531,0,3,1,0
0,50,597,415,0,29,1,0
0,51,589,101,0,-99,1,0
0,52,110,535,0,-142,1,0
0,53,208,150,0,1,1,0
0,54,699,569,0,-142,1,0
0,55,66,155,0,-240,1,0
0,56,221,679,0,-239,1,0
0,57,240,380,0,-3,1,0
0,58,734,139,0,16,1,0
0,59,315,739,0,33,1,0
0,60,613,65,0,-171,1,0
0,61,60,67,0,-269,1,0
0,62,361,78,0,-154,1,0
0,63,82,540,0,-126,1,0
0,64,414,735,0,-226,1,0
1,0,202,599,0,-123,0,0
1,1,574,15,0,-158,0,0
1,2,573,723,0,21,0,0
1,3,596,307,0,-192,0,0
1,4,14,582,0,-5,0,0
1,5,144,244,0,-180,0,0
1,6,20,247,0,-258,0,0
1,7,275,433,0,50,0,0
1,8,515,647,0,-181,0,0
1,9,172,344,0,-188,0,0
